,0
532,0.0022341511
533,-0.016476642
534,0.017694268
535,0.022659175
536,-0.000844558
537,0.016378427
538,0.0077194376
539,-0.0014384537
540,-0.017778294
541,-0.006664846
542,0.0020579263
543,-0.010096072
544,-0.039013505
545,0.015982969
546,0.020904366
547,0.037600204
548,0.013293149
549,0.006443497
550,0.033274744
551,-0.008102636
552,-0.009082671
553,0.014608837
554,-0.002695829
555,-0.004443466
556,0.010583319
557,-0.015701901
558,0.0015942949
559,-0.02258797
560,0.009214572
561,-0.012759133
562,-0.014819445
563,-0.008299063
564,0.0007410557
565,-0.008774673
566,0.012841862
567,-0.002519338
568,0.019396696
569,-0.010836589
570,0.009493172
571,-0.020626534
572,0.01220419
573,-0.0128347445
574,-0.026550317
575,0.017906811
576,-0.01237211
577,-0.012520877
578,0.015149151
579,-0.002110679
580,0.011853587
581,0.027551318
582,-0.011117864
583,0.012513335
584,0.0007212511
585,0.009974931
586,0.012685893
587,0.030308431
588,-0.028427191
589,-0.011522812
590,0.009654251
591,0.024009537
592,-0.022489838
593,-0.01755386
594,-0.02797862
595,-0.0005892012
596,-0.015168319
597,0.024261476
598,0.0024082433
599,0.018366944
600,0.003939581
601,-0.008650915
602,0.0068953745
603,0.038988307
604,0.0037750814
605,0.012336487
606,-0.0043838304
607,-0.00095897546
608,0.007335224
609,-0.035492472
610,-0.003947015
611,-0.0332865
612,-0.014970587
613,-0.0021390293
614,0.03727197
615,0.01352421
616,0.014468107
617,-0.008613601
618,0.0043180287
619,0.0117286425
620,0.010171014
621,-0.028965691
622,-0.019080479
623,0.007752289
624,-0.012218875
625,-0.018159444
626,0.00953903
627,0.01168653
628,0.016331099
629,0.0030882983
630,-0.0119417105
631,-0.0018578965
632,-0.03357393
633,0.027794497
634,0.009221128
635,-0.008915538
636,-0.010347076
637,-0.0061569437
638,-0.007879501
639,-0.0053001894
640,-0.0014769967
641,-0.031301457
642,-0.0073652402
643,0.00044969076
644,0.017533075
645,-0.016676133
646,-0.0047763605
647,-0.0030031337
648,0.0120445555
649,0.014773287
650,-0.0027195567
651,0.009660487
652,-0.012223542
653,-0.012591512
654,0.006520338
655,-0.00069860084
656,-0.03614359
657,0.007912706
658,-0.011938935
659,0.004911814
660,-0.00056470436
661,0.008538452
662,0.01783569
663,-0.004187207
664,0.009343131
665,-0.007629676
666,0.0006586213
667,-0.020456797
668,0.015381275
669,-0.01773194
670,0.0003028125
671,-0.017345456
672,-0.014247541
673,0.015716987
674,0.005872806
675,0.017287955
676,0.028964384
677,-0.017619506
678,0.001345168
679,-0.0021989627
680,0.012794635
681,0.0028086042
682,0.016240308
683,-0.02898102
684,0.023131492
685,0.015594639
686,-0.0043635583
687,-0.011001344
688,0.009032916
689,0.00075401546
690,-0.010570994
691,0.015884012
692,0.030527044
693,-0.0004629034
694,-0.011450312
695,-0.006484988
696,-0.0032201398
697,0.0019296791
698,0.025918135
699,0.011981529
700,0.020085162
701,0.020161616
702,0.008333532
703,-0.0045756055
704,-0.0012820978
705,-0.006561357
706,0.0058071758
707,-0.01725855
708,0.021138737
709,0.015228588
710,0.010510363
711,-0.002698074
712,0.028707916
713,0.013649205
714,-0.013406335
715,-0.0017842004
716,-0.012113547
717,0.014835312
718,0.005211511
719,0.0015782419
720,-0.02418222
721,-0.00034785047
722,-0.0011049592
723,-0.014919758
724,-0.0029718885
725,-0.01216509
726,0.006938704
727,0.012281219
728,-0.0010133864
729,0.021593682
730,-0.04183598
731,0.020049676
732,-0.041297574
733,-0.011597509
734,-0.013634759
735,0.028222414
736,-0.025662089
737,0.0047326935
738,0.008540357
739,0.011705735
740,-0.0065670772
741,-0.019500205
742,0.026674984
743,-0.012289756
744,-0.013195474
745,-0.011704219
746,-0.008264806
747,0.006963563
748,-0.013433516
749,0.003894114
750,0.0070731477
751,-0.01583539
752,0.012408588
753,0.023121113
754,0.02354925
755,0.025292289
756,-0.004324619
757,-0.027772889
758,-0.013630765
759,0.0051281215
760,0.022967257
761,0.011853059
762,0.0005437303
763,0.002659102
764,0.013245354
765,0.0025361408
766,0.018237153
767,-0.024935473
768,-0.016668096
769,-0.020979008
770,-0.019470604
771,0.03540909
772,0.032813516
773,0.0011259294
774,-0.018137457
775,-0.010973292
776,0.005469135
777,-0.0043101544
778,-0.020383563
779,0.012560032
780,-0.00038665088
781,0.023250282
782,0.0024249267
783,-0.014354269
784,-0.0013122584
785,-0.011999459
786,-0.011150901
787,0.001100552
788,-0.014183734
789,0.015197094
790,0.014644967
791,-0.014667506
792,-0.0023691715
793,-0.030578697
794,-0.006222118
795,-0.0015161545
796,0.008114447
797,-0.011203282
798,-0.020709464
799,-0.016217286
800,-0.0071773697
801,0.009407998
802,0.003348874
803,-0.007072133
804,-0.009942567
805,-0.0055733137
806,-0.005875703
807,-0.01748308
808,0.034530327
809,0.036766745
810,-0.006664715
811,-0.007993773
812,0.004430895
813,0.015035406
814,-0.012391049
815,0.015535246
816,-0.01515549
817,-0.00945515
818,0.0004112992
819,-0.0013801743
820,0.00619331
821,0.00015828038
822,-0.00236958
823,-0.0038732125
824,-0.012109597
825,-0.024471575
826,-0.010117785
827,0.0011559218
828,-0.026036475
829,0.0007241378
830,0.022702804
831,-0.0015279352
832,-0.011652012
833,-0.012492273
834,-0.0062914193
835,0.0060179764
836,-0.011408256
837,0.010323006
838,0.031911936
839,0.0059393737
840,-0.011561631
841,0.014778557
842,-0.027474249
843,-0.008031778
844,-0.027933707
845,-0.00048255513
846,-0.013456828
847,0.02341056
848,0.015638608
849,-0.0069171614
850,0.014566994
851,0.0036331061
852,0.009767673
853,0.0002827728
854,-0.02271411
855,0.010217228
856,0.002037554
857,-0.0027596513
858,-0.023701752
859,0.018373517
860,0.009562377
861,0.0049526202
862,0.010732134
863,-0.017179605
864,0.008556667
865,-0.0084834695
866,-0.0043277177
867,-0.01905496
868,0.027655521
869,-0.025378242
870,-0.007500847
871,0.001432672
872,0.033110447
873,-0.011942904
874,0.00831255
875,-0.015995076
876,-0.011964064
877,-0.018747624
878,0.0041247644
879,-0.011430733
880,-0.0153373005
881,-0.01937502
882,0.0006216506
883,-0.004615037
884,-0.0160375
885,0.044638027
886,-0.014915115
887,0.017364936
888,-0.0106613
889,-5.71351e-07
890,0.0033508241
891,-0.010271237
892,0.004941763
893,0.012773715
894,0.0012423182
895,-0.009611468
896,0.015334507
897,-0.006823265
898,-0.0048746923
899,-0.0059045237
900,-0.020327792
901,0.018017575
902,0.0032072573
903,0.0013443886
904,0.0009911908
905,-0.010616105
906,-0.0022409775
907,-0.0060702623
908,0.008350483
909,0.0009368116
910,0.020179665
911,-0.027378539
912,-0.017445268
913,0.025950423
914,-0.00873111
915,0.005466074
916,-0.0002738841
917,-0.0153442435
918,-0.004772927
919,-0.0042850897
920,-0.005922596
921,0.0006511815
922,-0.006121499
923,0.012009194
924,0.0051739453
925,-0.013096429
926,-0.0033302645
927,0.0266325
928,-0.0012866078
929,0.0056092786
930,-0.000552933
931,-0.0020501863
932,-0.018602304
933,-0.02661774
934,0.005117333
935,-0.006604872
936,-0.01822485
937,0.005533529
938,-0.024007985
939,-0.0086356625
940,0.022042865
941,-0.017601004
942,0.007843557
943,-0.03152561
944,0.004400544
945,0.011814526
946,-0.0059821913
947,-0.02610471
948,0.007414626
949,-0.02383774
950,-0.024047902
951,0.0017885611
952,-0.0053566336
953,-0.0028234387
954,-0.004872514
955,0.04056474
956,0.021501558
957,-0.0030096865
958,-0.025234474
959,0.015959235
960,0.0041524973
961,0.0064354185
962,-0.0048462274
963,0.016439103
964,0.011475161
965,0.010211028
966,-0.011262147
967,0.008250609
968,0.00897416
969,-0.023974067
970,0.0137027595
971,-0.026080588
972,0.0027281037
973,0.018312976
974,0.01716474
975,0.007967819
976,0.014072037
977,0.009043268
978,-0.011893022
979,-0.009352173
980,0.011640977
981,0.0047065383
982,0.0029896966
983,-0.015332494
984,0.017213894
985,-0.0012450868
986,-0.017272953
987,0.015526087
988,0.005035218
989,-0.017548356
990,0.0047830306
991,0.01270114
992,0.017765246
993,0.020681083
994,0.00999672
995,0.002830933
996,-0.026018055
997,0.012543056
998,0.0102978125
999,0.017424952
1000,0.010365271
1001,0.015245625
1002,0.00039303183
1003,0.0016295906
1004,0.027100356
1005,-0.0020718367
1006,0.02305313
1007,-0.020720968
1008,0.029889902
1009,0.00064880046
1010,0.006207112
1011,9.0424284e-05
1012,0.0025632787
1013,0.012862742
1014,-0.014715671
1015,-0.0047187707
1016,0.01711099
1017,-0.0030926412
1018,0.019115297
1019,0.0023714174
1020,0.003837974
1021,0.021441408
1022,-0.008590503
1023,-0.009900378
1024,-0.009754053
1025,0.019687923
1026,-0.006298501
1027,0.01803141
1028,-0.022578506
1029,-0.023177277
1030,0.015744764
1031,-0.040032048
1032,-0.011270859
1033,0.009315545
1034,-0.006269275
1035,0.008717091
1036,-0.02941396
1037,-0.007984581
1038,-0.004008265
1039,0.01812755
1040,0.032722846
1041,-0.006729213
1042,0.0062597673
1043,-0.0034008492
1044,0.017804911
1045,-0.0038089387
1046,0.0016202673
1047,-0.0020169793
1048,-0.015866846
1049,0.00022909573
1050,0.02587741
1051,0.011609948
1052,-0.0094217425
1053,-0.0018214755
1054,0.0046233195
1055,0.01605085
1056,0.03161371
1057,0.017883753
1058,-0.007452251
1059,0.0066960305
1060,0.009843907
1061,-0.0015302111
1062,0.004664862
1063,0.0055586267
1064,-0.009948484
1065,0.018028917
1066,-0.0012063334
1067,0.0014013388
1068,-0.0069632456
1069,0.017007371
1070,0.008594948
1071,0.0063630487
1072,0.0058893026
1073,-0.007265218
1074,-0.0113396635
1075,-0.0017994968
1076,0.014459415
1077,-0.004406473
1078,0.018146642
1079,-0.013256112
1080,-0.008243378
1081,-0.0063866223
1082,0.012419008
1083,-0.0069066347
1084,0.004916525
1085,-0.0076701203
1086,0.005767921
1087,-0.0020106472
1088,-0.028833803
1089,0.014322246
1090,-0.001986526
1091,-0.0070889103
1092,0.0077808835
1093,-0.0013681509
1094,-0.0029355166
1095,0.019764831
1096,0.0033801047
1097,-0.0046690404
1098,0.02590291
1099,0.009746746
1100,0.014225789
1101,-0.018631699
1102,-0.018525178
1103,-0.012854352
1104,-0.014155196
1105,0.018098969
1106,0.010960247
1107,-0.004885371
1108,-0.0021676205
1109,-0.009124095
1110,-0.0018500816
1111,0.03223056
1112,0.007043634
1113,0.0117437085
1114,0.004513105
1115,-0.0029365714
1116,-0.016589383
1117,-0.01615165
1118,-0.0031725343
1119,-0.0005613116
1120,0.0019311538
1121,0.02570351
1122,0.009726816
1123,-0.0053544994
1124,0.005164537
1125,5.6132412e-05
1126,0.017141389
1127,0.01109571
1128,0.025024215
1129,0.005602504
1130,-0.008476838
1131,-0.016626835
1132,-0.0035054004
1133,0.025148727
1134,0.017455706
1135,0.0038826028
1136,0.02470752
1137,0.0010292077
1138,0.005919663
1139,0.0024344397
1140,0.018205991
1141,0.00721232
1142,0.0047494727
1143,0.00055056054
1144,-0.016235784
1145,-0.0012826257
1146,0.00966496
1147,0.013351433
1148,0.018322341
1149,0.0097280005
1150,-0.013036295
1151,-0.0005287791
1152,-0.029475667
1153,-0.018389791
1154,0.009466671
1155,-0.011638983
1156,0.029946381
1157,0.0040323986
1158,0.02110461
1159,0.007971468
1160,0.017524403
1161,0.011631896
1162,0.02157233
1163,-0.012333756
1164,-0.027783241
1165,-0.008693292
1166,-0.025053212
1167,0.0014231066
1168,0.00095878966
1169,0.004501413
1170,0.004202484
1171,0.003972108
1172,-0.021963855
1173,0.014492782
1174,0.022777086
1175,-0.01571037
1176,-0.015499743
1177,0.009401734
1178,-0.016362557
1179,0.02082109
1180,-0.021040332
1181,-0.00057691266
1182,0.016686438
1183,-0.0065922285
1184,0.009321584
1185,0.016492456
1186,0.008809133
1187,0.00019481043
1188,0.0064632003
1189,-0.019840738
1190,0.019359095
1191,0.014161252
1192,-0.009510634
1193,-0.014905874
1194,0.0030630706
1195,0.019709952
1196,0.022371747
1197,0.018691352
1198,-0.006122327
1199,0.018806983
1200,-0.0036600805
1201,0.00893539
1202,0.023594677
1203,-0.0057719974
1204,0.011823909
1205,0.0056359363
1206,0.007697089
1207,0.004156459
1208,0.027794449
1209,-0.00029808606
1210,-0.0015812212
1211,-0.014270922
1212,0.006659993
1213,0.028346308
1214,-0.026037958
1215,-0.004994769
1216,-0.0034196118
1217,-0.012517756
1218,0.012695512
1219,-0.021383006
1220,0.021286888
1221,0.010640044
1222,-0.025782
1223,-0.013539598
1224,0.013800335
1225,-0.02172729
1226,0.015810426
1227,0.027558602
1228,-0.0012823368
1229,-0.010836473
1230,0.016353616
1231,-0.02796419
1232,-0.024695145
1233,0.01114678
1234,-0.008554333
1235,0.034889698
1236,-0.01722498
1237,-0.0008233422
1238,0.011389199
1239,-0.0050395257
1240,0.007529563
1241,-0.012821178
1242,-0.020485356
1243,0.010558628
1244,-0.020903373
1245,0.021838304
1246,0.010949896
1247,-0.018700976
1248,0.013468783
1249,-0.004349868
1250,0.052433737
1251,0.014802362
1252,0.009441367
1253,-0.009110166
1254,-0.028367747
1255,-0.014082741
1256,-0.011444525
1257,0.016230907
1258,-0.013631907
1259,0.009227273
1260,0.0019514986
1261,-0.010598847
1262,-0.0008812587
1263,0.0045377696
1264,0.009222726
1265,0.021234944
1266,-0.021293253
1267,0.015260505
1268,-0.017773604
1269,0.016307287
1270,-0.015318607
1271,-0.028666064
1272,-0.024595844
1273,0.00059235794
1274,-0.004452839
1275,0.007768052
1276,-0.005525962
1277,0.00026765492
1278,0.010485927
1279,-0.006483342
1280,-0.013938565
1281,-0.023597328
1282,-0.00088294956
1283,0.020853756
1284,-0.025570534
1285,0.0070196497
1286,-0.0061840448
1287,0.028650723
1288,0.011031436
1289,0.028389212
1290,0.011198532
1291,-0.010331373
1292,0.030119432
1293,-0.033087533
1294,0.010828452
1295,0.0040678903
1296,0.00752593
1297,-0.006126975
1298,-0.0057702754
1299,-0.025621876
1300,-0.0033443195
1301,0.02936168
1302,-0.002598802
1303,0.02572776
1304,0.01282737
1305,-0.0146822315
1306,0.02681085
1307,0.020738194
1308,-0.0021194257
1309,0.036946453
1310,-0.015755126
1311,0.017365107
1312,-0.018851254
1313,-0.03331922
1314,0.017009582
1315,-0.029017255
1316,0.0055614454
1317,-0.0032763607
1318,0.005998194
1319,-0.016059902
1320,-0.017054474
1321,0.013470452
1322,0.009834043
1323,0.00059136585
1324,-0.0050665312
1325,0.012307843
1326,0.006881653
1327,-0.000867658
1328,0.011101811
1329,0.0011656535
1330,0.0016661496
1331,-0.0012241123
1332,-0.005866683
1333,0.024909724
1334,-0.00044171582
1335,-0.004157789
1336,-0.00237624
1337,-0.016333366
1338,0.00011851678
1339,-0.0052181524
1340,0.0042515136
1341,-0.0025209596
1342,0.01744626
1343,0.0020005095
1344,-0.024609642
1345,0.039541606
1346,-0.024924327
1347,-0.006870288
1348,-0.010168319
1349,0.009330661
1350,0.027104478
1351,0.0044942936
1352,-0.008303255
1353,0.017052636
1354,0.012577468
1355,0.013818448
1356,0.004434309
1357,0.015728476
1358,0.0027576864
1359,0.0058879787
1360,0.0042729755
1361,0.013122342
1362,0.009208736
1363,-0.018464176
1364,0.019601397
1365,-0.010050619
1366,0.009470827
1367,-0.01570477
1368,0.028699957
1369,0.03378316
1370,0.0066972584
1371,-0.0011792571
1372,0.0299669
1373,-0.0126530975
1374,0.028155833
1375,0.032460213
1376,-0.016597137
1377,0.0018958594
1378,-0.008700885
1379,0.009581582
1380,0.0240499
1381,0.014459076
1382,0.019524937
1383,-0.0047299396
1384,-0.008395862
1385,0.016522152
1386,0.014208141
1387,0.013637448
1388,-0.010576631
1389,-0.0026884882
1390,0.003155285
1391,0.009057379
1392,-0.015278382
1393,-0.002781814
1394,-0.0028162175
1395,-0.032210965
1396,0.004516495
1397,0.0022017723
1398,0.017486209
1399,0.01653854
1400,-0.030803788
1401,-0.004227442
1402,-0.025535572
1403,-0.020084424
1404,0.0350286
1405,-0.019064672
1406,-0.016605567
1407,-0.016963288
1408,-0.011015951
1409,-0.006281828
1410,-0.025864815
1411,-0.009036128
1412,0.0010983609
1413,0.0036342978
1414,0.036168985
1415,-0.023372073
1416,0.025684742
1417,-0.0007954518
1418,-0.021217255
1419,-0.0048194793
1420,0.02107828
1421,-0.0128518
1422,-0.024143662
1423,0.0076300832
1424,-0.02127998
1425,-0.010487983
1426,-0.025233492
1427,0.0065944344
1428,0.01726895
1429,0.0044758436
1430,0.012996583
1431,0.016758094
1432,-0.018010056
1433,0.018269973
1434,-0.021421324
1435,-0.02200212
1436,0.003058573
1437,0.006548278
1438,-0.001208007
1439,-0.003779236
1440,-0.006527952
1441,0.018085593
1442,0.005308055
1443,-0.025770115
1444,0.02292424
1445,-0.021000203
1446,0.012371345
1447,-0.0056896354
1448,-0.01854054
1449,-0.0045556608
1450,-0.009789814
1451,0.0023714777
1452,-0.0035289694
1453,-0.00031002282
1454,0.005209617
1455,-0.008094963
1456,-0.013937226
1457,0.013636021
1458,0.00813025
1459,0.0016719325
1460,-0.018729787
1461,0.0117654065
1462,-0.009056348
1463,0.012396358
1464,-0.006796669
1465,0.021938514
1466,-0.010212302
1467,-0.01958349
1468,-0.018279366
1469,-0.006872105
1470,0.03228309
1471,0.009711762
1472,0.016567022
1473,0.009564124
1474,-0.00040693994
1475,-0.0061503034
1476,0.007435845
1477,0.027114015
1478,0.014068246
1479,0.0007915933
1480,0.015344653
1481,-0.0070967176
1482,-0.00068330107
1483,0.008850543
1484,0.015976774
1485,-0.01932991
1486,0.0071046753
1487,0.032151103
1488,0.009559365
1489,0.004681643
1490,-0.019987911
1491,0.0009931256
1492,-0.005421992
1493,0.0038639277
1494,0.021762112
1495,-0.0017296649
1496,0.0016719489
1497,-0.0038801588
1498,-0.013706165
1499,-0.005505679
1500,0.02387074
1501,0.029109856
1502,-0.0068894206
1503,0.01925144
1504,0.023829106
1505,0.0055814944
1506,0.0015866983
1507,-0.00786107
1508,-0.027350774
1509,0.012034976
1510,-0.0043100677
1511,0.015331294
1512,0.02899738
1513,-0.009555593
1514,-0.0010619212
1515,-0.016422035
1516,-0.01364139
1517,0.0049373168
1518,0.0065237163
1519,-0.016155131
1520,-0.0005489359
1521,-0.011125735
1522,0.030067408
1523,0.021341184
1524,-0.031942286
1525,-0.021894084
1526,-0.010909671
1527,-0.012669988
1528,0.027146457
1529,0.02143892
1530,-0.007226189
1531,0.011833782
1532,0.015423412
1533,0.014206238
1534,0.0084036905
1535,-0.00033993085
1536,-0.035121806
